dimdateid,datetype,fulldate,yearnum,yearbegindate,yearenddate,daynumofweek,daynumofmonth,daynumofquarter,daynumofyear,dayofweekname,dayofweekabbreviation,juliandaynumofyear,isweekday,isfederalusholiday,holidaydescription,islastdayofweek,islastdayofmonth,islastdayofquarter,islastdayofyear,weekofyearbegindate,weekofyearenddate,weekofmonthbegindate,weekofmonthenddate,weekofquarterbegindate,weekofquarterenddate,weeknumofmonth,weeknumofquarter,weeknumofyear,monthname,monthnameabbreviation,monthbegindate,monthenddate,monthnumofyear,monthformatyyyymm,quarternumofyear,quarterbegindate,quarterenddate,quarterformatyyyyqq,quarterformatqq,fiscalmonthofyear,fiscalquarter,fiscalyear,fiscalyearmonthyyyymm,fiscalyearquarteryyyyqq
20181224,Normal,12/24/2018,2018,1/1/2018,12/31/2018,2,24,85,358,Monday,Mon,2018358,Y,N,Not a Holiday,N,N,N,N,12/23/2018,12/29/2018,12/23/2018,12/29/2018,12/23/2018,12/29/2018,5,13,52,December,Dec,12/1/2018,12/31/2018,12,2018/12,4,10/1/2018,12/31/2018,2018Q4,Q4,3,1,2019,201903,2019Q1
20181225,Normal,12/25/2018,2018,1/1/2018,12/31/2018,3,25,86,359,Tuesday,Tue,2018359,Y,Y,Christmas,N,N,N,N,12/23/2018,12/29/2018,12/23/2018,12/29/2018,12/23/2018,12/29/2018,5,13,52,December,Dec,12/1/2018,12/31/2018,12,2018/12,4,10/1/2018,12/31/2018,2018Q4,Q4,3,1,2019,201903,2019Q1
20181226,Normal,12/26/2018,2018,1/1/2018,12/31/2018,4,26,87,360,Wednesday,Wed,2018360,Y,N,Not a Holiday,N,N,N,N,12/23/2018,12/29/2018,12/23/2018,12/29/2018,12/23/2018,12/29/2018,5,13,52,December,Dec,12/1/2018,12/31/2018,12,2018/12,4,10/1/2018,12/31/2018,2018Q4,Q4,3,1,2019,201903,2019Q1
20181227,Normal,12/27/2018,2018,1/1/2018,12/31/2018,5,27,88,361,Thursday,Thu,2018361,Y,N,Not a Holiday,N,N,N,N,12/23/2018,12/29/2018,12/23/2018,12/29/2018,12/23/2018,12/29/2018,5,13,52,December,Dec,12/1/2018,12/31/2018,12,2018/12,4,10/1/2018,12/31/2018,2018Q4,Q4,3,1,2019,201903,2019Q1
20181228,Normal,12/28/2018,2018,1/1/2018,12/31/2018,6,28,89,362,Friday,Fri,2018362,Y,N,Not a Holiday,N,N,N,N,12/23/2018,12/29/2018,12/23/2018,12/29/2018,12/23/2018,12/29/2018,5,13,52,December,Dec,12/1/2018,12/31/2018,12,2018/12,4,10/1/2018,12/31/2018,2018Q4,Q4,3,1,2019,201903,2019Q1
20181229,Normal,12/29/2018,2018,1/1/2018,12/31/2018,7,29,90,363,Saturday,Sat,2018363,N,N,Not a Holiday,Y,N,N,N,12/23/2018,12/29/2018,12/23/2018,12/29/2018,12/23/2018,12/29/2018,5,13,52,December,Dec,12/1/2018,12/31/2018,12,2018/12,4,10/1/2018,12/31/2018,2018Q4,Q4,3,1,2019,201903,2019Q1
20181230,Normal,12/30/2018,2018,1/1/2018,12/31/2018,1,30,91,364,Sunday,Sun,2018364,N,N,Not a Holiday,N,N,N,N,12/30/2018,12/31/2018,12/30/2018,12/31/2018,12/30/2018,12/31/2018,6,14,53,December,Dec,12/1/2018,12/31/2018,12,2018/12,4,10/1/2018,12/31/2018,2018Q4,Q4,3,1,2019,201903,2019Q1
20181231,Normal,12/31/2018,2018,1/1/2018,12/31/2018,2,31,92,365,Monday,Mon,2018365,Y,N,Not a Holiday,N,Y,Y,Y,12/30/2018,12/31/2018,12/30/2018,12/31/2018,12/30/2018,12/31/2018,6,14,53,December,Dec,12/1/2018,12/31/2018,12,2018/12,4,10/1/2018,12/31/2018,2018Q4,Q4,3,1,2019,201903,2019Q1
20190101,Normal,1/1/2019,2019,1/1/2019,12/31/2019,3,1,1,1,Tuesday,Tue,2019001,Y,Y,New Years,N,N,N,N,1/1/2019,1/5/2019,1/1/2019,1/5/2019,1/1/2019,1/5/2019,1,1,1,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190102,Normal,1/2/2019,2019,1/1/2019,12/31/2019,4,2,2,2,Wednesday,Wed,2019002,Y,N,Not a Holiday,N,N,N,N,1/1/2019,1/5/2019,1/1/2019,1/5/2019,1/1/2019,1/5/2019,1,1,1,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190103,Normal,1/3/2019,2019,1/1/2019,12/31/2019,5,3,3,3,Thursday,Thu,2019003,Y,N,Not a Holiday,N,N,N,N,1/1/2019,1/5/2019,1/1/2019,1/5/2019,1/1/2019,1/5/2019,1,1,1,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190104,Normal,1/4/2019,2019,1/1/2019,12/31/2019,6,4,4,4,Friday,Fri,2019004,Y,N,Not a Holiday,N,N,N,N,1/1/2019,1/5/2019,1/1/2019,1/5/2019,1/1/2019,1/5/2019,1,1,1,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190105,Normal,1/5/2019,2019,1/1/2019,12/31/2019,7,5,5,5,Saturday,Sat,2019005,N,N,Not a Holiday,Y,N,N,N,1/1/2019,1/5/2019,1/1/2019,1/5/2019,1/1/2019,1/5/2019,1,1,1,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190106,Normal,1/6/2019,2019,1/1/2019,12/31/2019,1,6,6,6,Sunday,Sun,2019006,N,N,Not a Holiday,N,N,N,N,1/6/2019,1/12/2019,1/6/2019,1/12/2019,1/6/2019,1/12/2019,2,2,2,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190107,Normal,1/7/2019,2019,1/1/2019,12/31/2019,2,7,7,7,Monday,Mon,2019007,Y,N,Not a Holiday,N,N,N,N,1/6/2019,1/12/2019,1/6/2019,1/12/2019,1/6/2019,1/12/2019,2,2,2,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190108,Normal,1/8/2019,2019,1/1/2019,12/31/2019,3,8,8,8,Tuesday,Tue,2019008,Y,N,Not a Holiday,N,N,N,N,1/6/2019,1/12/2019,1/6/2019,1/12/2019,1/6/2019,1/12/2019,2,2,2,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190109,Normal,1/9/2019,2019,1/1/2019,12/31/2019,4,9,9,9,Wednesday,Wed,2019009,Y,N,Not a Holiday,N,N,N,N,1/6/2019,1/12/2019,1/6/2019,1/12/2019,1/6/2019,1/12/2019,2,2,2,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190110,Normal,1/10/2019,2019,1/1/2019,12/31/2019,5,10,10,10,Thursday,Thu,2019010,Y,N,Not a Holiday,N,N,N,N,1/6/2019,1/12/2019,1/6/2019,1/12/2019,1/6/2019,1/12/2019,2,2,2,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190111,Normal,1/11/2019,2019,1/1/2019,12/31/2019,6,11,11,11,Friday,Fri,2019011,Y,N,Not a Holiday,N,N,N,N,1/6/2019,1/12/2019,1/6/2019,1/12/2019,1/6/2019,1/12/2019,2,2,2,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190112,Normal,1/12/2019,2019,1/1/2019,12/31/2019,7,12,12,12,Saturday,Sat,2019012,N,N,Not a Holiday,Y,N,N,N,1/6/2019,1/12/2019,1/6/2019,1/12/2019,1/6/2019,1/12/2019,2,2,2,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190113,Normal,1/13/2019,2019,1/1/2019,12/31/2019,1,13,13,13,Sunday,Sun,2019013,N,N,Not a Holiday,N,N,N,N,1/13/2019,1/19/2019,1/13/2019,1/19/2019,1/13/2019,1/19/2019,3,3,3,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190114,Normal,1/14/2019,2019,1/1/2019,12/31/2019,2,14,14,14,Monday,Mon,2019014,Y,N,Not a Holiday,N,N,N,N,1/13/2019,1/19/2019,1/13/2019,1/19/2019,1/13/2019,1/19/2019,3,3,3,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190115,Normal,1/15/2019,2019,1/1/2019,12/31/2019,3,15,15,15,Tuesday,Tue,2019015,Y,N,Not a Holiday,N,N,N,N,1/13/2019,1/19/2019,1/13/2019,1/19/2019,1/13/2019,1/19/2019,3,3,3,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190116,Normal,1/16/2019,2019,1/1/2019,12/31/2019,4,16,16,16,Wednesday,Wed,2019016,Y,N,Not a Holiday,N,N,N,N,1/13/2019,1/19/2019,1/13/2019,1/19/2019,1/13/2019,1/19/2019,3,3,3,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190117,Normal,1/17/2019,2019,1/1/2019,12/31/2019,5,17,17,17,Thursday,Thu,2019017,Y,N,Not a Holiday,N,N,N,N,1/13/2019,1/19/2019,1/13/2019,1/19/2019,1/13/2019,1/19/2019,3,3,3,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190118,Normal,1/18/2019,2019,1/1/2019,12/31/2019,6,18,18,18,Friday,Fri,2019018,Y,N,Not a Holiday,N,N,N,N,1/13/2019,1/19/2019,1/13/2019,1/19/2019,1/13/2019,1/19/2019,3,3,3,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190119,Normal,1/19/2019,2019,1/1/2019,12/31/2019,7,19,19,19,Saturday,Sat,2019019,N,N,Not a Holiday,Y,N,N,N,1/13/2019,1/19/2019,1/13/2019,1/19/2019,1/13/2019,1/19/2019,3,3,3,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190120,Normal,1/20/2019,2019,1/1/2019,12/31/2019,1,20,20,20,Sunday,Sun,2019020,N,N,Not a Holiday,N,N,N,N,1/20/2019,1/26/2019,1/20/2019,1/26/2019,1/20/2019,1/26/2019,4,4,4,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190121,Normal,1/21/2019,2019,1/1/2019,12/31/2019,2,21,21,21,Monday,Mon,2019021,Y,Y,Lee-Jackson-King,N,N,N,N,1/20/2019,1/26/2019,1/20/2019,1/26/2019,1/20/2019,1/26/2019,4,4,4,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190122,Normal,1/22/2019,2019,1/1/2019,12/31/2019,3,22,22,22,Tuesday,Tue,2019022,Y,N,Not a Holiday,N,N,N,N,1/20/2019,1/26/2019,1/20/2019,1/26/2019,1/20/2019,1/26/2019,4,4,4,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190123,Normal,1/23/2019,2019,1/1/2019,12/31/2019,4,23,23,23,Wednesday,Wed,2019023,Y,N,Not a Holiday,N,N,N,N,1/20/2019,1/26/2019,1/20/2019,1/26/2019,1/20/2019,1/26/2019,4,4,4,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190124,Normal,1/24/2019,2019,1/1/2019,12/31/2019,5,24,24,24,Thursday,Thu,2019024,Y,N,Not a Holiday,N,N,N,N,1/20/2019,1/26/2019,1/20/2019,1/26/2019,1/20/2019,1/26/2019,4,4,4,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190125,Normal,1/25/2019,2019,1/1/2019,12/31/2019,6,25,25,25,Friday,Fri,2019025,Y,N,Not a Holiday,N,N,N,N,1/20/2019,1/26/2019,1/20/2019,1/26/2019,1/20/2019,1/26/2019,4,4,4,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190126,Normal,1/26/2019,2019,1/1/2019,12/31/2019,7,26,26,26,Saturday,Sat,2019026,N,N,Not a Holiday,Y,N,N,N,1/20/2019,1/26/2019,1/20/2019,1/26/2019,1/20/2019,1/26/2019,4,4,4,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190127,Normal,1/27/2019,2019,1/1/2019,12/31/2019,1,27,27,27,Sunday,Sun,2019027,N,N,Not a Holiday,N,N,N,N,1/27/2019,2/2/2019,1/27/2019,1/31/2019,1/27/2019,2/2/2019,5,5,5,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190128,Normal,1/28/2019,2019,1/1/2019,12/31/2019,2,28,28,28,Monday,Mon,2019028,Y,N,Not a Holiday,N,N,N,N,1/27/2019,2/2/2019,1/27/2019,1/31/2019,1/27/2019,2/2/2019,5,5,5,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190129,Normal,1/29/2019,2019,1/1/2019,12/31/2019,3,29,29,29,Tuesday,Tue,2019029,Y,N,Not a Holiday,N,N,N,N,1/27/2019,2/2/2019,1/27/2019,1/31/2019,1/27/2019,2/2/2019,5,5,5,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190130,Normal,1/30/2019,2019,1/1/2019,12/31/2019,4,30,30,30,Wednesday,Wed,2019030,Y,N,Not a Holiday,N,N,N,N,1/27/2019,2/2/2019,1/27/2019,1/31/2019,1/27/2019,2/2/2019,5,5,5,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190131,Normal,1/31/2019,2019,1/1/2019,12/31/2019,5,31,31,31,Thursday,Thu,2019031,Y,N,Not a Holiday,N,Y,N,N,1/27/2019,2/2/2019,1/27/2019,1/31/2019,1/27/2019,2/2/2019,5,5,5,January,Jan,1/1/2019,1/31/2019,1,2019/01,1,1/1/2019,3/31/2019,2019Q1,Q1,4,2,2019,201904,2019Q2
20190201,Normal,2/1/2019,2019,1/1/2019,12/31/2019,6,1,32,32,Friday,Fri,2019032,Y,N,Not a Holiday,N,N,N,N,1/27/2019,2/2/2019,2/1/2019,2/2/2019,1/27/2019,2/2/2019,1,5,5,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190202,Normal,2/2/2019,2019,1/1/2019,12/31/2019,7,2,33,33,Saturday,Sat,2019033,N,N,Not a Holiday,Y,N,N,N,1/27/2019,2/2/2019,2/1/2019,2/2/2019,1/27/2019,2/2/2019,1,5,5,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190203,Normal,2/3/2019,2019,1/1/2019,12/31/2019,1,3,34,34,Sunday,Sun,2019034,N,N,Not a Holiday,N,N,N,N,2/3/2019,2/9/2019,2/3/2019,2/9/2019,2/3/2019,2/9/2019,2,6,6,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190204,Normal,2/4/2019,2019,1/1/2019,12/31/2019,2,4,35,35,Monday,Mon,2019035,Y,N,Not a Holiday,N,N,N,N,2/3/2019,2/9/2019,2/3/2019,2/9/2019,2/3/2019,2/9/2019,2,6,6,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190205,Normal,2/5/2019,2019,1/1/2019,12/31/2019,3,5,36,36,Tuesday,Tue,2019036,Y,N,Not a Holiday,N,N,N,N,2/3/2019,2/9/2019,2/3/2019,2/9/2019,2/3/2019,2/9/2019,2,6,6,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190206,Normal,2/6/2019,2019,1/1/2019,12/31/2019,4,6,37,37,Wednesday,Wed,2019037,Y,N,Not a Holiday,N,N,N,N,2/3/2019,2/9/2019,2/3/2019,2/9/2019,2/3/2019,2/9/2019,2,6,6,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190207,Normal,2/7/2019,2019,1/1/2019,12/31/2019,5,7,38,38,Thursday,Thu,2019038,Y,N,Not a Holiday,N,N,N,N,2/3/2019,2/9/2019,2/3/2019,2/9/2019,2/3/2019,2/9/2019,2,6,6,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190208,Normal,2/8/2019,2019,1/1/2019,12/31/2019,6,8,39,39,Friday,Fri,2019039,Y,N,Not a Holiday,N,N,N,N,2/3/2019,2/9/2019,2/3/2019,2/9/2019,2/3/2019,2/9/2019,2,6,6,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190209,Normal,2/9/2019,2019,1/1/2019,12/31/2019,7,9,40,40,Saturday,Sat,2019040,N,N,Not a Holiday,Y,N,N,N,2/3/2019,2/9/2019,2/3/2019,2/9/2019,2/3/2019,2/9/2019,2,6,6,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190210,Normal,2/10/2019,2019,1/1/2019,12/31/2019,1,10,41,41,Sunday,Sun,2019041,N,N,Not a Holiday,N,N,N,N,2/10/2019,2/16/2019,2/10/2019,2/16/2019,2/10/2019,2/16/2019,3,7,7,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190211,Normal,2/11/2019,2019,1/1/2019,12/31/2019,2,11,42,42,Monday,Mon,2019042,Y,N,Not a Holiday,N,N,N,N,2/10/2019,2/16/2019,2/10/2019,2/16/2019,2/10/2019,2/16/2019,3,7,7,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190212,Normal,2/12/2019,2019,1/1/2019,12/31/2019,3,12,43,43,Tuesday,Tue,2019043,Y,N,Not a Holiday,N,N,N,N,2/10/2019,2/16/2019,2/10/2019,2/16/2019,2/10/2019,2/16/2019,3,7,7,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190213,Normal,2/13/2019,2019,1/1/2019,12/31/2019,4,13,44,44,Wednesday,Wed,2019044,Y,N,Not a Holiday,N,N,N,N,2/10/2019,2/16/2019,2/10/2019,2/16/2019,2/10/2019,2/16/2019,3,7,7,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190214,Normal,2/14/2019,2019,1/1/2019,12/31/2019,5,14,45,45,Thursday,Thu,2019045,Y,N,Not a Holiday,N,N,N,N,2/10/2019,2/16/2019,2/10/2019,2/16/2019,2/10/2019,2/16/2019,3,7,7,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190215,Normal,2/15/2019,2019,1/1/2019,12/31/2019,6,15,46,46,Friday,Fri,2019046,Y,N,Not a Holiday,N,N,N,N,2/10/2019,2/16/2019,2/10/2019,2/16/2019,2/10/2019,2/16/2019,3,7,7,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190216,Normal,2/16/2019,2019,1/1/2019,12/31/2019,7,16,47,47,Saturday,Sat,2019047,N,N,Not a Holiday,Y,N,N,N,2/10/2019,2/16/2019,2/10/2019,2/16/2019,2/10/2019,2/16/2019,3,7,7,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190217,Normal,2/17/2019,2019,1/1/2019,12/31/2019,1,17,48,48,Sunday,Sun,2019048,N,N,Not a Holiday,N,N,N,N,2/17/2019,2/23/2019,2/17/2019,2/23/2019,2/17/2019,2/23/2019,4,8,8,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190218,Normal,2/18/2019,2019,1/1/2019,12/31/2019,2,18,49,49,Monday,Mon,2019049,Y,N,Not a Holiday,N,N,N,N,2/17/2019,2/23/2019,2/17/2019,2/23/2019,2/17/2019,2/23/2019,4,8,8,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190219,Normal,2/19/2019,2019,1/1/2019,12/31/2019,3,19,50,50,Tuesday,Tue,2019050,Y,N,Not a Holiday,N,N,N,N,2/17/2019,2/23/2019,2/17/2019,2/23/2019,2/17/2019,2/23/2019,4,8,8,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190220,Normal,2/20/2019,2019,1/1/2019,12/31/2019,4,20,51,51,Wednesday,Wed,2019051,Y,N,Not a Holiday,N,N,N,N,2/17/2019,2/23/2019,2/17/2019,2/23/2019,2/17/2019,2/23/2019,4,8,8,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190221,Normal,2/21/2019,2019,1/1/2019,12/31/2019,5,21,52,52,Thursday,Thu,2019052,Y,N,Not a Holiday,N,N,N,N,2/17/2019,2/23/2019,2/17/2019,2/23/2019,2/17/2019,2/23/2019,4,8,8,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190222,Normal,2/22/2019,2019,1/1/2019,12/31/2019,6,22,53,53,Friday,Fri,2019053,Y,N,Not a Holiday,N,N,N,N,2/17/2019,2/23/2019,2/17/2019,2/23/2019,2/17/2019,2/23/2019,4,8,8,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190223,Normal,2/23/2019,2019,1/1/2019,12/31/2019,7,23,54,54,Saturday,Sat,2019054,N,N,Not a Holiday,Y,N,N,N,2/17/2019,2/23/2019,2/17/2019,2/23/2019,2/17/2019,2/23/2019,4,8,8,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190224,Normal,2/24/2019,2019,1/1/2019,12/31/2019,1,24,55,55,Sunday,Sun,2019055,N,N,Not a Holiday,N,N,N,N,2/24/2019,3/2/2019,2/24/2019,2/28/2019,2/24/2019,3/2/2019,5,9,9,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190225,Normal,2/25/2019,2019,1/1/2019,12/31/2019,2,25,56,56,Monday,Mon,2019056,Y,N,Not a Holiday,N,N,N,N,2/24/2019,3/2/2019,2/24/2019,2/28/2019,2/24/2019,3/2/2019,5,9,9,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190226,Normal,2/26/2019,2019,1/1/2019,12/31/2019,3,26,57,57,Tuesday,Tue,2019057,Y,N,Not a Holiday,N,N,N,N,2/24/2019,3/2/2019,2/24/2019,2/28/2019,2/24/2019,3/2/2019,5,9,9,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190227,Normal,2/27/2019,2019,1/1/2019,12/31/2019,4,27,58,58,Wednesday,Wed,2019058,Y,N,Not a Holiday,N,N,N,N,2/24/2019,3/2/2019,2/24/2019,2/28/2019,2/24/2019,3/2/2019,5,9,9,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190228,Normal,2/28/2019,2019,1/1/2019,12/31/2019,5,28,59,59,Thursday,Thu,2019059,Y,N,Not a Holiday,N,Y,N,N,2/24/2019,3/2/2019,2/24/2019,2/28/2019,2/24/2019,3/2/2019,5,9,9,February,Feb,2/1/2019,2/28/2019,2,2019/02,1,1/1/2019,3/31/2019,2019Q1,Q1,5,2,2019,201905,2019Q2
20190301,Normal,3/1/2019,2019,1/1/2019,12/31/2019,6,1,60,60,Friday,Fri,2019060,Y,N,Not a Holiday,N,N,N,N,2/24/2019,3/2/2019,3/1/2019,3/2/2019,2/24/2019,3/2/2019,1,9,9,March,Mar,3/1/2019,3/31/2019,3,2019/03,1,1/1/2019,3/31/2019,2019Q1,Q1,6,2,2019,201906,2019Q2
20190302,Normal,3/2/2019,2019,1/1/2019,12/31/2019,7,2,61,61,Saturday,Sat,2019061,N,N,Not a Holiday,Y,N,N,N,2/24/2019,3/2/2019,3/1/2019,3/2/2019,2/24/2019,3/2/2019,1,9,9,March,Mar,3/1/2019,3/31/2019,3,2019/03,1,1/1/2019,3/31/2019,2019Q1,Q1,6,2,2019,201906,2019Q2
20190303,Normal,3/3/2019,2019,1/1/2019,12/31/2019,1,3,62,62,Sunday,Sun,2019062,N,N,Not a Holiday,N,N,N,N,3/3/2019,3/9/2019,3/3/2019,3/9/2019,3/3/2019,3/9/2019,2,10,10,March,Mar,3/1/2019,3/31/2019,3,2019/03,1,1/1/2019,3/31/2019,2019Q1,Q1,6,2,2019,201906,2019Q2
20190304,Normal,3/4/2019,2019,1/1/2019,12/31/2019,2,4,63,63,Monday,Mon,2019063,Y,N,Not a Holiday,N,N,N,N,3/3/2019,3/9/2019,3/3/2019,3/9/2019,3/3/2019,3/9/2019,2,10,10,March,Mar,3/1/2019,3/31/2019,3,2019/03,1,1/1/2019,3/31/2019,2019Q1,Q1,6,2,2019,201906,2019Q2
