client_id,outcome,confidence,review_status
C00003581,Good,0.93,Review Not Required
C00003582,Good,0.87,Review Not Required
C00003583,Good,0.91,Review Not Required
C00003584,Bad,0.85,Review Not Required
C00003585,Bad,0.82,Review Not Required
C00003586,Bad,0.84,Review Not Required
C00003587,Bad,0.82,Review Not Required
C00003588,Good,0.84,Review Not Required
C00003589,Good,0.74,Review Required
C00003590,Bad,0.93,Review Not Required
C00003591,Good,0.95,Review Not Required
C00003592,Good,1,Review Not Required
C00003594,Bad,0.86,Review Not Required
C00003595,Bad,0.83,Review Not Required
C00003596,Bad,0.87,Review Not Required
C00003597,Bad,0.78,Review Required
C00003598,Bad,0.86,Review Not Required
C00003599,Good,0.79,Review Required
C00003600,Good,0.81,Review Not Required
C00003601,Bad,0.9,Review Not Required
C00003602,Good,0.84,Review Not Required
C00003603,Bad,0.86,Review Not Required
C00003605,Bad,0.78,Review Required
C00003606,Bad,0.82,Review Not Required
C00003607,Good,0.93,Review Not Required
C00003608,Bad,0.77,Review Required
C00003609,Good,0.74,Review Required
C00003610,Good,0.78,Review Required
C00003611,Bad,0.99,Review Not Required
C00003612,Bad,0.92,Review Not Required
C00003613,Bad,0,Review Required
C00003614,Bad,0.87,Review Not Required
C00003615,Good,0.95,Review Not Required
C00003616,Bad,0.95,Review Not Required
C00003617,Good,0.91,Review Not Required
C00003618,Good,0.85,Review Not Required
C00003619,Bad,0.96,Review Not Required
C00003620,Bad,0.8,Review Not Required
C00003621,Bad,0.9,Review Not Required
C00003622,Bad,0.75,Review Required
C00003623,Bad,0.75,Review Required
C00003624,Bad,0.83,Review Not Required
C00003627,Good,0.84,Review Not Required
C00003628,Bad,0.74,Review Required
C00003629,Good,0.85,Review Not Required
C00003630,Good,0.94,Review Not Required
C00003631,Good,0.83,Review Not Required
C00003632,Good,0.72,Review Required
C00003633,Good,0.99,Review Not Required
C00003634,Good,0.84,Review Not Required
C00003635,Good,0.75,Review Required
C00003636,Bad,0.86,Review Not Required
C00003637,Good,0.78,Review Required
C00003638,Bad,0.88,Review Not Required
C00003639,Good,0.92,Review Not Required
C00003640,Good,0.75,Review Required
C00003641,Good,0.86,Review Not Required
C00003642,Bad,0.74,Review Required
C00003643,Good,0.88,Review Not Required
C00003644,Bad,0.87,Review Not Required
C00003645,Good,0.8,Review Not Required
C00003646,Bad,0.77,Review Required
C00003647,Bad,1,Review Not Required
C00003648,Good,0.97,Review Not Required
C00003649,Good,0.73,Review Required
C00003650,Bad,0.76,Review Required
C00003651,Bad,0.92,Review Not Required
C00003652,Bad,0.8,Review Not Required
C00003653,Good,0.82,Review Not Required
C00003654,Bad,0.81,Review Not Required
C00003655,Bad,0.91,Review Not Required
C00003656,Good,0.98,Review Not Required
C00003657,Bad,0.81,Review Not Required
C00003658,Good,0.77,Review Required
C00003659,Good,0.72,Review Required
C00003660,Bad,0.76,Review Required
C00003661,Good,0.92,Review Not Required
C00003662,Bad,0.85,Review Not Required
C00003663,Good,0.92,Review Not Required
C00003664,Bad,0.87,Review Not Required
C00003667,Bad,0.96,Review Not Required
C00003668,Bad,0.81,Review Not Required
C00003669,Bad,0.94,Review Not Required
C00003670,Good,0.97,Review Not Required
C00003671,Good,0.74,Review Required
C00003672,Good,0.85,Review Not Required
C00003673,Good,0.93,Review Not Required
C00003674,Good,0.9,Review Not Required
C00003675,Good,0.91,Review Not Required
C00003676,Bad,0.81,Review Not Required
C00003677,Bad,0.96,Review Not Required
C00003678,Good,0.78,Review Required
C00003679,Good,0.73,Review Required
C00003680,Bad,0.95,Review Not Required
C00003681,Bad,0.9,Review Not Required
C00003682,Good,0.85,Review Not Required
C00003683,Bad,0.82,Review Not Required
C00003684,Good,0.9,Review Not Required
C00003685,Bad,0.83,Review Not Required
C00003686,Bad,0.72,Review Required
C00003687,Bad,0.72,Review Required
C00003688,Good,0.84,Review Not Required
C00003689,Good,0.91,Review Not Required
C00003690,Good,0.72,Review Required
C00003691,Good,0.8,Review Not Required
C00003693,Good,0.95,Review Not Required
C00003694,Good,0.85,Review Not Required
C00003695,Good,0.91,Review Not Required
C00003696,Bad,0.76,Review Required
C00003697,Bad,0.91,Review Not Required
C00003698,Bad,0.88,Review Not Required
C00003699,Good,0.98,Review Not Required
C00003700,Bad,0,Review Required
C00003701,Good,0.91,Review Not Required
C00003702,Bad,0.73,Review Required
C00003703,Bad,0.92,Review Not Required
C00003704,Bad,0.83,Review Not Required
C00003705,Good,0.86,Review Not Required
C00003707,Good,0.8,Review Not Required
C00003708,Good,0.92,Review Not Required
C00003709,Good,0.86,Review Not Required
C00003710,Good,0.8,Review Not Required
C00003711,Bad,0.85,Review Not Required
C00003712,Good,0.98,Review Not Required
C00003713,Good,0.79,Review Required
C00003714,Good,0.93,Review Not Required
C00003716,Bad,0.9,Review Not Required
C00003717,Bad,0.83,Review Not Required
C00003718,Good,0.97,Review Not Required
C00003719,Bad,0.81,Review Not Required
C00003720,Bad,0.89,Review Not Required
C00003721,Good,0.9,Review Not Required
C00003722,Bad,0.82,Review Not Required
C00003723,Bad,0.83,Review Not Required
C00003724,Bad,0.95,Review Not Required
C00003727,Good,0.89,Review Not Required
C00003728,Bad,0.97,Review Not Required
C00003729,Good,0.88,Review Not Required
C00003730,Good,0.97,Review Not Required
C00003732,Bad,1,Review Not Required
C00003733,Good,0.94,Review Not Required
C00003734,Bad,0.85,Review Not Required
C00003735,Bad,0.9,Review Not Required
C00003736,Bad,0.89,Review Not Required
C00003737,Good,0.81,Review Not Required
C00003738,Good,0.87,Review Not Required
C00003739,Good,0.94,Review Not Required
C00003740,Good,0.98,Review Not Required
C00003741,Good,0.87,Review Not Required
C00003742,Good,0.97,Review Not Required
C00003743,Good,0.87,Review Not Required
C00003745,Good,0.86,Review Not Required
C00003746,Good,0.84,Review Not Required
C00003747,Bad,0.8,Review Not Required
C00003748,Bad,0.82,Review Not Required
C00003749,Bad,0.81,Review Not Required
C00003750,Bad,0.77,Review Required
C00003751,Good,0.81,Review Not Required
C00003752,Bad,0.83,Review Not Required
C00003753,Bad,0.95,Review Not Required
C00003754,Bad,0.78,Review Required
C00003755,Good,0.91,Review Not Required
C00003756,Good,0.93,Review Not Required
C00003757,Good,0.98,Review Not Required
C00003758,Bad,0.75,Review Required
C00003759,Good,0.94,Review Not Required
C00003760,Good,0.82,Review Not Required
C00003761,Good,0.9,Review Not Required
C00003762,Bad,0.94,Review Not Required
C00003763,Bad,0.94,Review Not Required
C00003764,Bad,0.82,Review Not Required
C00003765,Good,0.96,Review Not Required
C00003766,Good,0.8,Review Not Required
C00003767,Bad,0.92,Review Not Required
C00003768,Bad,0.85,Review Not Required
C00003769,Good,0.93,Review Not Required
C00003770,Good,0.93,Review Not Required
C00003771,Good,0.95,Review Not Required
C00003772,Good,0.73,Review Required
C00003773,Good,0.88,Review Not Required
C00003774,Bad,0.82,Review Not Required
C00003775,Good,0.93,Review Not Required
C00003776,Good,0.87,Review Not Required
C00003777,Bad,0.95,Review Not Required
C00003779,Good,0.86,Review Not Required
C00003780,Good,1,Review Not Required
C00003781,Bad,0.79,Review Required
C00003782,Good,1,Review Not Required
C00003783,Good,0.75,Review Required
C00003784,Good,0.86,Review Not Required
C00003785,Bad,0.76,Review Required
C00003786,Good,0.9,Review Not Required
C00003787,Bad,0.8,Review Not Required
C00003788,Bad,0.85,Review Not Required
C00003789,Good,0.94,Review Not Required
C00003790,Bad,0.95,Review Not Required
C00003791,Bad,0.93,Review Not Required
C00003792,Bad,0.85,Review Not Required
C00003793,Bad,0.88,Review Not Required
C00003794,Bad,0.92,Review Not Required
C00003795,Bad,0.83,Review Not Required
C00003796,Good,0.97,Review Not Required
C00003797,Good,0.8,Review Not Required
C00003798,Good,0.89,Review Not Required
C00003799,Good,0.97,Review Not Required
C00003800,Good,0.88,Review Not Required
C00003801,Good,0.83,Review Not Required
C00003802,Good,0.87,Review Not Required
C00003803,Bad,0.87,Review Not Required
C00003804,Bad,0.82,Review Not Required
C00003805,Good,0.91,Review Not Required
C00003806,Bad,0.89,Review Not Required
C00003807,Bad,0.92,Review Not Required
C00003808,Bad,0.89,Review Not Required
C00003811,Bad,0.82,Review Not Required
C00003812,Good,0.83,Review Not Required
C00003813,Bad,0.85,Review Not Required
C00003814,Good,0.99,Review Not Required
C00003815,Good,0.83,Review Not Required
C00003816,Good,0.9,Review Not Required
C00003817,Bad,0.89,Review Not Required
C00003818,Good,0.85,Review Not Required
C00003819,Good,0.88,Review Not Required
C00003821,Bad,0.87,Review Not Required
C00003822,Good,0.81,Review Not Required
C00003823,Good,0.82,Review Not Required
C00003824,Good,0.77,Review Required
C00003825,Good,0.81,Review Not Required
C00003826,Bad,0.74,Review Required
C00003827,Bad,0.75,Review Required
C00003829,Good,0.85,Review Not Required
C00003830,Bad,0.74,Review Required
C00003831,Good,0.78,Review Required
C00003832,Good,0.93,Review Not Required
C00003833,Bad,0.83,Review Not Required
C00003834,Bad,0.85,Review Not Required
C00003835,Good,0.75,Review Required
C00003836,Bad,0.82,Review Not Required
C00003837,Good,0.84,Review Not Required
C00003838,Good,0.84,Review Not Required
C00003839,Bad,0.84,Review Not Required
C00003840,Good,0.91,Review Not Required
C00003841,Good,0.88,Review Not Required
C00003842,Good,0.85,Review Not Required
C00003843,Good,0.87,Review Not Required
C00003844,Bad,0.9,Review Not Required
C00003845,Good,0.82,Review Not Required
C00003846,Good,0.76,Review Required
C00003847,Good,0.77,Review Required
C00003848,Good,0.77,Review Required
C00003849,Bad,0.81,Review Not Required
C00003850,Good,0.83,Review Not Required
C00003851,Good,0.73,Review Required
C00003852,Bad,0.93,Review Not Required
C00003853,Good,0.88,Review Not Required
C00003854,Good,0.96,Review Not Required
C00003855,Good,0.75,Review Required
C00003856,Good,0.99,Review Not Required
C00003857,Good,0.94,Review Not Required
C00003858,Good,0.81,Review Not Required
C00003859,Bad,0.75,Review Required
C00003860,Good,0.8,Review Not Required
C00003861,Good,0.95,Review Not Required
C00003862,Good,0.81,Review Not Required
C00003863,Bad,0.93,Review Not Required
C00003864,Good,0.74,Review Required
C00003865,Good,0.88,Review Not Required
C00003866,Good,0.93,Review Not Required
C00003868,Bad,0.86,Review Not Required
C00003869,Good,0.9,Review Not Required
C00003870,Good,0.81,Review Not Required
C00003871,Bad,0.84,Review Not Required
C00003872,Bad,0.93,Review Not Required
C00003873,Good,0.85,Review Not Required
C00003874,Good,0.84,Review Not Required
C00003875,Good,0.89,Review Not Required
C00003876,Good,0.92,Review Not Required
C00003877,Bad,0.92,Review Not Required
C00003880,Good,0.83,Review Not Required
C00003881,Bad,0.86,Review Not Required
C00003882,Bad,0.95,Review Not Required
C00003883,Bad,0.88,Review Not Required
C00003884,Bad,0.96,Review Not Required
C00003885,Good,0.87,Review Not Required
C00003886,Good,0.92,Review Not Required
C00003887,Good,0.86,Review Not Required
C00003888,Good,0.86,Review Not Required
C00003890,Bad,0.8,Review Not Required
C00003891,Bad,0.77,Review Required
C00003892,Bad,0.72,Review Required
C00003893,Good,0.72,Review Required
C00003894,Good,0.95,Review Not Required
C00003895,Bad,0.73,Review Required
C00003896,Bad,0.95,Review Not Required
C00003897,Bad,0.83,Review Not Required
C00003898,Bad,0.82,Review Not Required
C00003899,Bad,0.98,Review Not Required
C00003900,Good,0.98,Review Not Required
C00003901,Bad,0.82,Review Not Required
C00003902,Bad,0.81,Review Not Required
C00003903,Good,0.73,Review Required
C00003904,Good,0.8,Review Not Required
C00003905,Bad,0.75,Review Required
C00003906,Good,0.77,Review Required
C00003907,Good,0.96,Review Not Required
C00003908,Good,0.82,Review Not Required
C00003909,Good,0.95,Review Not Required
C00003910,Bad,0.97,Review Not Required
C00003911,Good,0.95,Review Not Required
C00003912,Good,0.86,Review Not Required
C00003913,Bad,0.83,Review Not Required
C00003914,Good,0.88,Review Not Required
C00003915,Bad,0.75,Review Required
C00003916,Good,0.74,Review Required
C00003917,Good,0.87,Review Not Required
C00003918,Bad,0.87,Review Not Required
C00003919,Bad,0.92,Review Not Required
C00003920,Bad,0.88,Review Not Required
C00003921,Bad,0.9,Review Not Required
C00003922,Bad,0.77,Review Required
C00003923,Good,0.81,Review Not Required
C00003924,Good,0.83,Review Not Required
C00003925,Bad,0.87,Review Not Required
C00003926,Bad,0.93,Review Not Required
C00003927,Good,0.9,Review Not Required
C00003928,Good,0.85,Review Not Required
C00003929,Bad,0.8,Review Not Required
C00003930,Bad,0.8,Review Not Required
C00003931,Good,0.8,Review Not Required
C00003932,Bad,0.74,Review Required
C00003933,Good,0.75,Review Required
C00003934,Bad,0.94,Review Not Required
C00003935,Bad,0.86,Review Not Required
C00003936,Good,0.8,Review Not Required
C00003937,Good,0.8,Review Not Required
C00003938,Good,0.9,Review Not Required
C00003939,Bad,0.85,Review Not Required
C00003942,Bad,0.88,Review Not Required
C00003943,Good,0.97,Review Not Required
C00003944,Bad,0.9,Review Not Required
C00003945,Good,0.99,Review Not Required
C00003946,Bad,0.93,Review Not Required
C00003947,Bad,0.93,Review Not Required
C00003948,Good,0.76,Review Required
C00003949,Bad,0.94,Review Not Required
C00003950,Bad,0.86,Review Not Required
C00003951,Good,0.75,Review Required
C00003952,Good,0.85,Review Not Required
C00003953,Good,0.89,Review Not Required
C00003954,Good,0.74,Review Required
C00003955,Good,0.86,Review Not Required
C00003956,Good,0.79,Review Required
C00003957,Bad,0.87,Review Not Required
C00003958,Bad,0.8,Review Not Required
C00003959,Good,0.95,Review Not Required
C00003960,Bad,0.99,Review Not Required
C00003961,Good,0.82,Review Not Required
C00003962,Bad,0.87,Review Not Required
C00003963,Bad,0.83,Review Not Required
C00003964,Good,0.73,Review Required
C00003965,Good,0.8,Review Not Required
C00003966,Bad,0.79,Review Required
C00003967,Bad,0.91,Review Not Required
C00003968,Bad,0.9,Review Not Required
C00003969,Good,0.94,Review Not Required
C00003970,Good,0.73,Review Required
C00003971,Bad,0.79,Review Required
C00003972,Bad,0.81,Review Not Required
C00003973,Good,0.92,Review Not Required
C00003974,Good,0.99,Review Not Required
C00003975,Bad,0.92,Review Not Required
C00003976,Bad,0.85,Review Not Required
C00003977,Good,0.98,Review Not Required
C00003978,Good,0.9,Review Not Required
C00003979,Bad,0.76,Review Required
C00003980,Bad,0.84,Review Not Required
C00003981,Good,0.88,Review Not Required
C00003982,Bad,1,Review Not Required
C00003983,Good,0.73,Review Required
C00003984,Good,0.83,Review Not Required
C00003985,Good,0.82,Review Not Required
C00003987,Good,0.85,Review Not Required
C00003988,Good,0.89,Review Not Required
C00003989,Good,1,Review Not Required
C00003990,Bad,0.95,Review Not Required
C00003991,Good,0.82,Review Not Required
C00003992,Good,0.79,Review Required
C00003993,Good,0.75,Review Required
C00003994,Good,0.92,Review Not Required
C00003995,Bad,0.78,Review Required
C00003996,Bad,0.87,Review Not Required
C00003997,Good,1,Review Not Required
C00003998,Bad,0.96,Review Not Required
C00003999,Bad,0.73,Review Required
C00004000,Good,0.86,Review Not Required
C00004001,Good,0.97,Review Not Required
C00004002,Good,0.8,Review Not Required
C00004003,Good,0.79,Review Required
C00004004,Good,0.93,Review Not Required
C00004006,Bad,0.86,Review Not Required
C00004007,Bad,0.76,Review Required
C00004008,Good,0.96,Review Not Required
C00004009,Good,0.73,Review Required
C00004010,Bad,0.73,Review Required
C00004011,Good,0.76,Review Required
C00004012,Good,0.85,Review Not Required
C00004013,Good,0.94,Review Not Required
C00004014,Bad,0.89,Review Not Required
C00004015,Bad,0,Review Required
C00004016,Bad,0.76,Review Required
C00004017,Bad,0.75,Review Required
C00004018,Bad,0.88,Review Not Required
C00004019,Good,0.8,Review Not Required
C00004020,Bad,0.8,Review Not Required
C00004021,Good,0.95,Review Not Required
C00004022,Bad,0.93,Review Not Required
C00004023,Good,0.94,Review Not Required
C00004024,Bad,0.77,Review Required
C00004025,Good,0.85,Review Not Required
C00004026,Bad,0.86,Review Not Required
C00004027,Good,0.86,Review Not Required
C00004028,Bad,1,Review Not Required
C00004029,Good,0.83,Review Not Required
C00004030,Good,0.72,Review Required
C00004031,Bad,1,Review Not Required
C00004032,Bad,0.73,Review Required
C00004033,Bad,0.9,Review Not Required
C00004034,Good,0.95,Review Not Required
C00004035,Bad,0.98,Review Not Required
C00004036,Good,0.87,Review Not Required
C00004037,Bad,0.93,Review Not Required
C00004040,Bad,0.72,Review Required
C00004041,Good,0.87,Review Not Required
C00004042,Bad,0.77,Review Required
C00004043,Good,0.96,Review Not Required
C00004044,Bad,0.91,Review Not Required
